"Average",,,,,,,,,,,,,"P0",,,,,,,,,,,,"P1",,,,,,,,,,,,"P2",,,,,,,,,,,,"R0",,,,,,,,,,,,"R1",,,,,,,,,,,,"R2",,,,,,,,,,,,"C0",,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange"
334,-2.80389,-6.16415,-0.0810506,-0.0148239,0.000721226,0.16286,0.000635414,0.00134368,0.000303019,0.00261063,-0.000631541,0.134889,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.027491,0.034962,0.0820623,1.25712e-05,0.000769984,-0.000408037,0.000949572,-0.000167016,-1.15964,,,,,,,,,,,,,23.3939,27.4255,-0.145562,-0.00305689,0.0150672,0.203789,0.0015311,-0.00262498,0.000267785,0.00192144,-0.00301532,0.109971,24.4573,14.5295,-0.324766,-0.00384411,0.0143073,0.129018,0.00117307,0.00150787,5.66886e-05,0.0018912,0.00078974,-0.143513,14.1145,19.5724,-0.282776,-0.00815285,0.0236748,0.139895,0.00250203,0.00101765,0.000439318,0.00357324,-5.35626e-05,0.17784
335,-3.04214,-6.03597,-0.0819574,-0.016316,0.00109556,0.16437,0.000899159,0.00148691,0.000287112,0.00278722,-0.000401153,0.11593,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0306494,0.0363964,0.0751529,0.000660286,0.00105604,-0.000422047,0.00132489,0.000391427,-1.00566,,,,,,,,,,,,,22.758,27.5238,-0.143257,-0.00155467,0.0190272,0.233999,0.00221703,-0.000282101,-0.000259536,0.00262959,-0.000694663,-0.160557,24.2891,14.5875,-0.324977,-0.00595257,0.0148781,0.133314,0.00152572,0.00168924,-6.6085e-05,0.0020614,0.00115356,-0.131478,13.3201,19.7739,-0.284219,-0.00988321,0.0257582,0.139488,0.00283573,0.0013987,0.000350308,0.00382279,0.000411636,0.128168
336,-2.84153,-5.96856,-0.085016,-0.015582,0.0011989,0.15564,0.000798865,0.00142876,0.000342373,0.0027266,-0.000498973,0.124633,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0329282,0.0394369,0.0520861,0.000382968,0.000778519,-0.000235934,0.00088921,0.000272278,-1.13061,,,,,,,,,,,,,22.393,27.4375,-0.151924,0.000950236,0.0177296,0.217777,0.0015235,-0.00131161,-6.87791e-05,0.00225456,-0.00204267,-0.0939131,24.4082,14.5816,-0.324424,-0.00523074,0.0151074,0.120265,0.00118971,0.00145423,0.000174342,0.00184408,0.00079986,0.135883,13.6711,19.4762,-0.29095,-0.00852085,0.0244644,0.13833,0.00262916,0.00127634,0.000667787,0.00374767,0.000157838,0.231611
337,-2.65645,-6.0525,-0.0828849,-0.0153766,0.00117928,0.166499,0.000853073,0.0015064,0.000287471,0.00281798,-0.000458511,0.159479,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0332501,0.0417251,0.0492556,0.00052537,0.000888839,-0.000372067,0.00112171,0.000292503,-1.01355,,,,,,,,,,,,,23.5901,27.4366,-0.139206,0.000183504,0.0182768,0.207376,0.00132046,-0.00159758,-0.000303734,0.0019562,-0.00223333,-0.0844152,24.2697,14.6369,-0.3248,-0.00284372,0.0149221,0.135286,0.00133061,0.00146899,9.10413e-05,0.00188592,0.000913682,-0.061656,13.8108,19.7201,-0.282064,-0.00809117,0.0246923,0.143085,0.00269761,0.00112269,0.000405669,0.00373237,8.79312e-05,0.171695
338,-2.91433,-6.01397,-0.0826557,-0.0150256,0.00204867,0.152832,0.000802719,0.00129837,0.000251752,0.00262866,-0.000527564,0.0336088,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0344404,0.0405566,0.0532041,0.000356324,0.000625643,-0.00046477,0.000975904,6.06342e-06,-0.924107,,,,,,,,,,,,,23.5901,27.4366,-0.139206,0.000494688,0.0151813,0.221861,0.00142058,-0.00148911,4.98113e-06,0.00203515,-0.00210367,-0.0972956,24.4074,14.519,-0.324686,-0.00517048,0.0138259,0.114824,0.00115866,0.00126982,9.3506e-07,0.00175373,0.000674758,-0.297843,13.5765,19.7057,-0.283714,-0.00801848,0.024987,0.128227,0.00266432,0.00113169,0.000348217,0.00367305,0.000122969,0.0172979
339,-2.91059,-6.22238,-0.0843034,-0.0144375,-0.000298889,0.161606,0.00137417,0.00142428,0.000235895,0.00324907,-0.000450629,0.104669,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0319416,0.0396183,0.0551095,0.00367962,0.00327824,-0.00195282,0.00544583,0.00151204,-0.737024,,,,,,,,,,,,,18.9294,27.3762,-0.206391,-0.00212269,0.017483,0.178634,0.0116368,-0.00150893,-0.000876273,0.0118855,-0.00175761,0.0434813,24.6878,14.485,-0.324526,-0.00386029,0.00932532,0.122102,0.00445863,0.00310876,-0.00127003,0.00542636,0.00214103,-0.491177,13.5615,19.3797,-0.295297,-0.0120176,0.0237105,0.124689,0.00579512,0.00192289,-9.02235e-05,0.00679439,0.000923624,0.00516091
340,-2.98978,-6.02517,-0.0836122,-0.0144781,0.000243675,0.163549,0.00167355,0.00143034,5.54246e-05,0.00345904,-0.000355147,0.0618448,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0316809,0.0382538,0.0603531,0.00560135,0.00191489,-0.00234478,0.00674352,0.000772711,-0.455534,,,,,,,,,,,,,19.6084,27.4362,-0.193132,0.00169108,0.012299,0.186579,0.0158746,-0.00195234,-0.00202009,0.0165732,-0.0026509,0.0907914,24.1283,14.6721,-0.324787,-0.00433822,0.0150906,0.126722,0.00552288,0.002144,-0.00136303,0.00635471,0.00131217,0.0397659,13.171,19.7461,-0.286129,-0.0102947,0.023754,0.13022,0.00642878,0.00143055,-0.000448288,0.00746066,0.000398681,0.154461
341,-3.15058,-6.06362,-0.0831621,-0.0151117,0.000587705,0.164599,0.000989056,0.00136411,0.000235616,0.00272878,-0.000375614,0.0823119,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0316039,0.0387466,0.0571299,0.000566846,0.000231536,-0.000601871,0.00102676,-0.000228383,-0.653807,,,,,,,,,,,,,19.5041,27.3691,-0.200832,0.000714509,0.0207118,0.200983,0.00327104,-0.00239837,1.79923e-05,0.00365071,-0.00277804,0.091985,24.2697,14.6369,-0.3248,-0.00673765,0.0146422,0.143001,0.00155791,0.0010701,-7.9087e-05,0.00188744,0.000740568,-0.0768418,13.0195,19.7188,-0.288465,-0.00919824,0.0251063,0.143105,0.0030319,0.00106412,0.000293763,0.00393508,0.000160939,0.157233
342,-3.14256,-5.92068,-0.0832973,-0.0141835,0.000535703,0.156401,0.000799673,0.00136856,0.000244841,0.00255574,-0.000387505,0.0986647,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0305067,0.0378662,0.0611255,0.000114512,0.000505104,-0.000392323,0.000749032,-0.000129416,-1.0149,,,,,,,,,,,,,22.7138,27.4736,-0.147782,-0.00430203,0.0201277,0.166018,0.000894322,-0.0029015,0.00021411,0.00111975,-0.00312693,0.039961,24.4051,14.5764,-0.324902,-0.00706473,0.0146258,0.124476,0.00120199,0.0012393,-4.66968e-05,0.00164427,0.000797024,-0.181578,13.1287,19.7952,-0.285095,-0.00935218,0.0241085,0.129915,0.00231754,0.00116341,0.000454013,0.00323814,0.00024281,0.1497
343,-3.0797,-5.99427,-0.0840658,-0.0145281,-0.000331705,0.167713,0.000733751,0.00139458,0.000331201,0.00262335,-0.000495023,0.13344,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0316617,0.0364647,0.0709353,0.000230193,0.00105367,-0.000508974,0.0012968,-1.29392e-05,-1.12525,,,,,,,,,,,,,23.2119,27.4278,-0.147038,-0.00308827,0.0192775,0.219465,0.00150854,-0.00133101,-0.000547857,0.00217142,-0.00199389,-0.0940188,24.4082,14.5816,-0.324424,-0.00808144,0.0127768,0.130822,0.00117033,0.00161887,-5.69209e-05,0.00190489,0.000884321,-0.267282,13.7353,19.3799,-0.293057,-0.0101217,0.0216176,0.145504,0.00260331,0.00136233,0.000492799,0.00364319,0.000322454,0.0919373
344,-2.84331,-5.86851,-0.0836654,-0.0143239,-6.29684e-07,0.157837,0.00089793,0.00123256,0.000307886,0.00263466,-0.000504167,0.101962,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0289912,0.0362986,0.0621744,0.000403292,6.99363e-05,-0.000268682,0.000558285,-8.50565e-05,-0.521687,,,,,,,,,,,,,23.2119,27.4278,-0.147038,-9.16808e-05,0.0157682,0.215831,0.00224942,-0.00175007,-0.000592466,0.00282335,-0.002324,-0.137886,24.4082,14.5816,-0.324424,-0.00634876,0.0141762,0.128698,0.00146347,0.00101797,4.36217e-06,0.00163725,0.000844197,0.0607462,14.0511,19.6067,-0.285054,-0.00804186,0.0238939,0.142017,0.00279695,0.00107853,0.00034254,0.00362837,0.000247111,0.192388
345,-2.88616,-5.95155,-0.0842163,-0.0146106,-0.000817909,0.15992,0.000814294,0.00133029,0.000267083,0.00265215,-0.000507571,0.107913,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0304286,0.0360772,0.0639805,0.000699173,0.000399154,-0.000620798,0.00119311,-9.47856e-05,-0.668678,,,,,,,,,,,,,23.2119,27.4278,-0.147038,-0.00164168,0.0146988,0.213892,0.00263724,-0.00158386,-0.00104717,0.00342127,-0.00236789,-0.129695,24.5833,14.5279,-0.324105,-0.00636201,0.0119799,0.13244,0.00169728,0.00126375,-0.000233437,0.00194146,0.00101958,-0.253995,14.1407,19.3986,-0.29069,-0.00881679,0.0212819,0.14476,0.00297637,0.00123974,0.000407999,0.00383528,0.000380821,0.157186
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,-8.38718,-10.3992,-0.0365789,-0.0316057,-0.00242452,0.127403,0.000332944,0.00172908,0.000160365,0.00308206,-0.00102004,0.0698686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1113,13.6951,-0.332238,-0.0166136,0.0116372,0.105388,-0.000712825,0.00265881,9.93706e-05,0.00294765,-0.00100167,0.311807,6.01989,21.7141,-0.230019,-0.0256815,0.0372211,0.0737545,0.000224727,0.00282762,0.00147575,0.00450119,-0.00144884,0.450347
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
